Label,lumMean_UV_PETAL ,lumSD_UV_PETAL ,area_PETAL ,maxPower_PETAL ,maxFreq_PETAL ,propPower_PETAL ,sumPower_PETAL ,meanPower_PETAL ,powerSD_PETAL ,G_Mean_PETAL ,G_SD_PETAL ,B_Mean_PETAL ,B_SD_PETAL ,UVB_Mean_PETAL ,UVB_SD_PETAL ,UVR_Mean_PETAL ,UVR_SD_PETAL 
AR35BL123,9.493,0.208,564,44.346,282.843,0.308,144.021,24.003,13.409,42531.51,6883.552,53417.314,9203.781,13610.546,2729.679,15690.132,2499.676
AR35BL133,9.215,0.196,502,23.828,50,0.214,111.147,18.524,3.368,30079.938,6889.806,43873.124,16377.36,10264.434,2009.633,11263.19,2983.835
AR35BL28,9.581,0.222,795,41.133,282.843,0.251,163.938,27.323,8.454,35846.862,5911.236,49444.733,6957.783,14859.5,3175.182,16299.989,3087.326
AR35BL58,9.637,0.336,713,44.115,282.843,0.226,194.882,32.48,10.648,32716.833,8745.452,51064.647,10786.288,16223.911,5310.233,18654.053,6299.095
BC11A36,9.828,0.28,783,165.172,141.421,0.238,694.137,115.69,33.217,37452.42,8559.241,52595.839,13291.058,19234.458,4590.802,23198.461,5129.674
BC11A53,9.479,0.253,522,144.9,141.421,0.264,549.166,91.528,41.327,31874.102,6274.867,43805.031,12015.816,13547.243,3408.083,16997.974,4287.875
BC14B33,9.444,0.2,634,35.484,200,0.212,167.286,27.881,6.587,34807.965,10743.651,50584.833,15890.774,12915.818,2578.228,14063.422,2907.902
BC17A103,9.696,0.267,505,64.766,282.843,0.214,303.215,50.536,10.993,40253.194,9508.438,51258.006,15977.045,16872.663,4242.872,21591.438,4913.27
BC17A86,9.667,0.283,636,59.36,282.843,0.243,244.15,40.692,12.782,39545.111,10811.829,48796.688,15030.711,16387.789,3920.182,19711.334,3273.243
BC18A103,9.502,0.174,552,359.044,100,0.254,1414.074,235.679,108.046,47563.898,11299.149,56515.354,14307.737,13629.333,2290.224,16523.028,2077.295
BC18A68,9.553,0.164,738,64.936,50,0.252,257.558,42.926,16.643,24789.636,7474.491,35880.097,11036.352,14294.443,2255.546,15875.127,2050.498
BC18A96,9.437,0.164,665,73.929,50,0.256,288.727,48.121,22.16,33323.215,8855.899,45783.835,12182.922,12736.335,2008.523,13696.6,2047.724
BC18B16,9.373,0.19,669,50.277,282.843,0.321,156.565,26.094,13.529,24205.088,5298.267,38537.975,10622.561,12017.415,2277.67,13522.612,3340.889
BC18B23,9.436,0.217,595,30.563,282.843,0.223,137.05,22.842,4.341,37432.785,8123.407,46442.631,11728.777,12858.018,2650.916,15141.012,2127.715
BC19A38,9.923,0.188,738,79.468,200,0.263,302.285,50.381,21.502,34412.804,8063.183,52920.046,13456.352,20784.786,3982.901,22284.499,4082.549
BC19A76,9.595,0.219,598,59.994,200,0.218,275.48,45.913,14.22,31612.456,6817.279,46417.458,11246.092,15061.177,3220.42,16561.852,3839.443
BC1A16,9.407,0.217,788,66.529,200,0.247,269.661,44.944,18.83,32643.965,9548.665,46689.425,12110.939,12469.973,2460.93,14073.755,2747.306
BC1A38,9.877,0.202,913,270.189,282.843,0.269,1005.511,167.585,68.494,38114.101,8669.468,52311.031,12392.632,19899.142,3839.165,22227.717,3686.386
BC1A76,9.649,0.314,799,168.7,200,0.229,736.5,122.75,39.054,40099.724,8688.168,54678.833,11342.098,16230.885,4257.527,17626.158,4589.128
BC1A93,9.539,0.191,682,136.04,282.843,0.285,477.676,79.613,37.872,44215.085,11878.8,53401.31,15546.342,14165.825,2513.056,16102.094,2472.498
BC21A13,9.164,0.21,513,66.911,70.711,0.204,328.415,54.736,11.544,22719.161,6776.334,35052.175,13477.169,9788.153,2044.758,11034.626,2775.866
BC21A96,9.598,0.244,690,398.314,70.711,0.239,1666.124,277.687,109.034,45927.685,9654,59112.563,14289.375,15184.252,3362.225,18621.11,3246.144
BC21B13,9.479,0.237,643,35.755,282.843,0.263,136.098,22.683,7.15,35178.95,10255.523,47989.225,16488.217,13475.756,2911.832,15657.046,3109.856
BC21B66,9.807,0.219,771,32.495,282.843,0.224,144.93,24.155,7.309,32374.028,7668.482,47172.582,11984.711,18593.006,3561.905,21660.501,3152.541
BC22B116,9.661,0.183,632,39.714,282.843,0.206,192.619,32.103,5.041,41381.879,8533.821,56011.527,10893.104,15981.264,2866.641,18117.164,2865.372
BC22B133,9.435,0.218,502,39.768,141.421,0.212,187.718,31.286,7.521,27263.39,8179.784,40610.623,15055.488,12857.792,2723.87,14693.765,3590.271
BC22B88,9.732,0.19,725,66.337,282.843,0.239,277.476,46.246,16.932,37341.897,9449.828,50989.086,10955.661,17166.758,2914.413,18858.484,2536.398
BC24A13,9.505,0.183,503,287.608,100,0.264,1089.243,181.541,93.264,34799.33,8603.58,45319.41,14263.551,13690.353,2446.767,16978.618,2491.482
BC25A16,9.517,0.231,724,113.902,282.843,0.262,435.475,72.579,32.73,35290.123,9799.159,51609.806,15684.418,13977.425,2970.65,16848.442,3073.49
BC25A33,9.495,0.282,574,46.429,282.843,0.237,196.065,32.678,9.77,30364.294,8202.452,43612.284,16079.132,13869.393,3794.1,16354.782,5531.319
BC25B26,9.508,0.182,552,174.997,141.421,0.291,600.45,100.075,53.757,29405.062,9249.349,37036.093,14065.842,13741.546,2531.586,17341.144,2825.4
BC26B23,9.22,0.224,395,135.916,50,0.317,429.207,71.535,52.597,33690.49,10790.639,37224.59,14036.727,10399.525,2193.054,13095.289,1999.998
BC27A16,9.394,0.225,790,67.148,200,0.247,271.877,45.313,19.022,32213.577,9019.217,46260.173,11268.463,12331.832,2544.048,13911.674,2658.097
BC27A43,9.407,0.199,607,35.764,200,0.236,151.648,25.275,7.882,31972.373,6847.622,43015.874,12484.157,12455.762,2501.562,15894.639,2588.102
BC27B106,9.832,0.202,780,316.986,141.421,0.262,1208.006,201.334,95.413,43061.255,11608.614,57550.448,15479.487,19012.758,3562.119,22427.442,2550.003
BC27B48,9.705,0.172,813,118.056,200,0.269,438.365,73.061,34.471,33019.431,7627.186,44273.732,9980.469,16660.46,2820.494,18030.273,2752.008
BC27B66,9.738,0.193,698,193.254,141.421,0.204,945.199,157.533,33.929,45945.136,9259.64,58465.878,11156.848,17312.143,3203.099,19463.718,3043.791
BC28A28,9.563,0.21,889,127.623,141.421,0.229,556.662,92.777,29.746,37571.3,11630.842,48660.802,13928.74,14567.151,2931.156,15755.991,2563.12
BC29B16,9.459,0.271,583,25.982,282.843,0.227,114.612,19.102,5.112,33402.819,9681.911,45611.411,11109.78,13332.706,3475.89,14103.543,3205.703
BC2A26,9.312,0.221,757,127.727,282.843,0.236,540.861,90.143,31.837,35545.105,9102.035,48244.074,12514.991,11372.692,2445.047,13239.729,2854.497
BC2A43_,9.65,0.233,610,31.241,100,0.176,177.416,29.569,1.845,33056.34,13299.873,40550.703,18299.414,15999.896,3686.948,18727.607,3670.501
BC2B10L33,9.988,0.638,467,143.744,50,0.21,683.226,113.871,26.086,38293.338,13782.962,49931.347,19783.238,26013.636,13414.859,29257.277,13940.417
BC2B66,9.477,0.267,766,178.181,141.421,0.191,931.768,155.295,24.028,41449.626,11147.277,57130.855,14492.457,13532.547,3330.602,15227.395,4119.181
BC32B66,9.568,0.235,755,54.409,282.843,0.31,175.443,29.241,16.795,23588.941,7136.085,37312.179,13580.325,14685.149,2993.868,16389.586,3152.857
BC32B76,9.758,0.185,717,58.578,282.843,0.275,212.71,35.452,17.788,28167.395,9163.635,38890.838,14496.133,17619.145,3091.365,20457.043,2729.518
BC36A28,9.932,0.202,681,159.064,141.421,0.254,626.848,104.475,37.448,47830.362,12108.99,61753.869,15410.926,20978.885,3682.065,24205.163,3633.761
BC36A38,9.732,0.252,679,128.684,141.421,0.229,562.655,93.776,23.77,42244.898,11209.019,56683.973,14593.113,17343.216,3668.232,19464.295,4133.542
BC36A76,9.814,0.199,613,76.098,141.421,0.213,357.585,59.598,10.888,51940.865,14226.719,59579.037,16840.158,18651.445,3388.707,22232.372,3204.946
BC36A93,9.699,0.267,540,144.228,141.421,0.242,596.768,99.461,31.09,53596.092,13154.324,60152.958,15227.561,16876.981,3902.072,20529.819,3612.711
BC36B16,9.441,0.241,583,227.889,141.421,0.292,779.709,129.952,72.152,36215.311,11360.525,45515.953,15091.026,12985.813,3010.31,15564.678,3374.88
BC42B106,9.406,0.311,781,116.737,70.711,0.242,481.738,80.29,29.572,40507.142,14743.898,51255.442,19281.46,12741.247,3494.894,13949.715,3365.032
BC42B123,9.405,0.191,694,77.968,50,0.26,299.585,49.931,22.141,28347.356,10548.257,35874.503,15259.665,12385.144,2227.876,14122.575,2178.143
BC42B46,9.279,0.294,733,180.389,141.421,0.189,954.532,159.089,20.919,37943.263,12450.826,50674.492,17822.489,11182.986,3070.58,12231.881,3010.127
BC42B63,9.478,0.239,637,148.522,282.843,0.278,533.442,88.907,39.854,31898.315,11596.327,35626.161,16381.781,13504.999,3152.969,15177.606,2655.301
BC5B16,9.433,0.214,595,65.257,282.843,0.281,231.892,38.649,17.653,37741.663,13266.861,48186.484,18238.755,12803.979,2588.886,14914.458,3404.211
BC5B43,9.505,0.244,560,134.868,50,0.205,656.432,109.405,26.639,42677.483,16965.044,51879.018,21806.532,13855.593,3184.382,15683.06,3074.526
BC6A16,9.517,0.234,682,56.255,141.421,0.22,255.686,42.614,14.009,40560.074,12705.695,52087.209,17443.337,13991.963,3110.149,16832.679,3130.264
BC6B53,9.212,0.264,635,92.743,282.843,0.246,376.471,62.745,24.589,36103.963,12049.576,46804.983,17550.877,10402.681,2655.442,12255.661,2765.431
DC2A98,9.476,0.267,749,86.197,70.711,0.197,437.032,72.839,10.598,28246.2,9766.438,44064.045,14456.731,13540.584,3406.324,15260.441,3928.568
DC7A206,9.319,0.303,585,42.795,100,0.255,167.587,27.931,14.28,32032.883,5153.673,37290.503,5891.367,11719.193,3578.295,14581.491,3575.04
EC10A318,9.488,0.289,686,175.219,50,0.227,772.199,128.7,45.885,42875.944,10030.4,64736.193,15678.885,13794.369,3879.186,16180.76,4468.07
EC13A333,9.671,0.267,587,162.037,70.711,0.22,736.627,122.771,42.046,37917.012,9975.046,56172.011,13629.767,16477.661,4154.415,18531.418,4463.64
EC14AL18,9.568,0.244,844,167.297,282.843,0.214,783.035,130.506,28.304,38205.86,7945.128,58170.317,12244.916,14751.28,3338.02,16165.056,3295.99
EC14AL28,9.812,0.226,853,196.643,282.843,0.216,911.34,151.89,26.08,42505.432,9955.805,63397.865,13280.603,18753.912,4308.067,20948.241,4763.99
EC6ALQ18,9.116,0.271,603,133.639,70.711,0.234,570.256,95.043,39.882,42934.81,8237.516,59037.919,9209.613,9455.907,2364.53,10261.237,2673.83
EC7A218,9.608,0.247,851,160.794,282.843,0.233,691.216,115.203,35.949,48714.288,10394.166,66842.682,13426.361,15359.374,3617.301,16299.853,3366.887
EC7A403,9.996,0.178,489,203.921,70.711,0.248,822.965,137.161,73.118,47452.666,8861.234,66315.097,16272.798,22413.805,4076.275,28084.739,4143.838
EC8A278,9.955,0.282,611,181.396,50,0.198,915.5,152.583,27.196,42251.552,11036.343,59860.883,13024.076,21900.275,5616.581,26390.887,6410.315
GP11A168,9.65,0.177,1019,52.743,200,0.244,215.888,35.981,11.966,25935.322,6274.945,34413.422,7648.991,15794.148,2684.014,21059.037,2420.324
GP19A7L46,9.447,0.182,798,52.011,282.843,0.237,219.893,36.649,12.996,22158.921,5159.496,30351.883,6840.683,12895.542,2215.838,13789.243,2372.657
GP19A8L38,9.432,0.196,792,53.483,200,0.24,222.565,37.094,13.373,22750.53,5547.158,30858.448,7351.428,12738.599,2439.971,13664.714,2515.405
GP22A218,8.9,0.208,774,38.548,282.843,0.334,115.516,19.253,11.302,13641.118,4560.921,18498.471,5997.974,7504.291,1505.457,7683.528,1424.597
GP33A148,9.544,0.271,967,92.698,282.843,0.26,356.035,59.339,25.714,24954.416,6337.82,38345.057,9427.356,14475.524,3657.7,16207.296,3418.439
GP33A166,9.699,0.21,853,91.637,200,0.258,355.336,59.223,22.894,32216.28,7559.058,49367.499,10079.418,16668.607,3272.388,18366.845,3217.654
GP44A198,9.783,0.486,1055,85.995,200,0.262,328.697,54.783,23.572,22129.822,4743.754,36407.717,9013.131,19814.257,8660.63,21982.083,9459.142
GP44A2L36,10.115,0.468,963,80.584,282.843,0.262,308.047,51.341,22.6,30939.944,7658.235,50732.256,10935.18,27488.844,12145.463,30208.735,12935.758
GP44A8L48,9.807,0.409,1007,84.046,200,0.258,326.144,54.357,23.286,25909.699,7274.607,38149.09,9947.893,19781.783,8208.506,21877.249,8300.743
GP51B2L103,9.775,0.56,698,63.607,200,0.224,283.46,47.243,15.346,20819.062,4274.529,32327.309,6514.993,20135.125,8983.08,23321.97,8159.464
GP52A18,9.561,0.421,980,49.767,282.843,0.315,158.07,26.345,15.608,18270.372,5113.183,25550.125,7350.274,15489.84,6360.52,17355.065,6372.902
GP52A46,9.413,0.482,835,40.4,282.843,0.317,127.328,21.221,11.853,8078.353,2084.499,13324.532,3817.832,13647.839,5804.422,14449.231,5807.35
MC1BL16,10.183,0.585,618,144.75,200,0.201,721.296,120.216,21.412,39035.01,12608.475,55562.728,13797.636,31126.106,16714.325,34718.273,17194.795
MC2BL16,10.044,0.447,636,154.857,100,0.24,644.095,107.349,47.41,36026.336,8731.117,50504.063,10582.42,25350.785,10572.773,28428.802,11168.166
MC2BL48,10.071,0.491,648,125.772,141.421,0.193,650.649,108.441,16.274,35106.978,10173.689,50710.74,11948.312,26607.258,12427.808,29689.028,12869.005
MC2BL68,10.257,0.427,657,129.645,141.421,0.18,718.939,119.823,17.939,36098.819,8174.13,56215.011,13929.728,30936.769,11209.52,34617.598,12091.198
MC2BL76,10.001,0.491,607,128.174,100,0.211,608.129,101.355,30.256,35335.415,9345.986,54245.661,14786.465,24623.839,10460.26,27256.401,11453.727
MC2BL83,10.051,0.593,457,146.182,50,0.227,644.534,107.422,28.604,37076.335,7934.65,56156.41,12742.443,27340.289,14540.051,31123.674,14972.946
MC9BL196,10.24,0.501,629,150.206,141.421,0.208,722.593,120.432,33.001,41665.422,9013.309,62111.635,11963.071,31655.216,15237.262,35918.657,16439.244
MC9BL203,9.956,0.516,446,130.491,50,0.211,618.359,103.06,24.056,29953.919,9633.05,43429.477,10613.427,24022.636,11824.902,27270.186,12766.791
WD10B136,9.575,0.37,676,28.582,282.843,0.204,140.211,23.369,3.457,30276.42,7197.736,35390.533,8774.529,15408.855,5507.856,19699.432,5378.498
WD10B98,10,0.315,796,70.411,282.843,0.246,286.15,47.692,18.413,35531.939,11687.298,43801.242,12289.307,23060.358,6437.919,27327.171,5952.105
WD17A18,10.179,0.377,737,131.139,200,0.218,602.68,100.447,24.716,58593.316,11252.731,79519.873,18132.551,28318.611,10778.243,36751.135,11735.463
WD17A46,10.195,0.426,653,86.996,200,0.208,418.656,69.776,9.851,43500.365,11094.763,58105.237,16563.656,29187.075,11408.75,32245.253,11613.224
WD21A126,9.536,0.228,698,49.598,141.421,0.216,229.539,38.257,9.787,28823.235,5880.763,35489.959,7999.972,14239.876,3140.429,18765.491,2584.297
WD21A136,10.069,0.426,655,47.143,50,0.22,214.728,35.788,11.412,27921.782,7524.431,35940.953,10979.479,25518.891,8689.673,28856.596,7532.219
WD21A153,9.709,0.399,596,52.91,141.421,0.208,254.059,42.343,8.892,14003.92,3452.486,19644.419,7496.227,17649.152,5643.953,19843.297,5203.097
WD21A88,9.967,0.252,775,75.054,282.843,0.214,351.143,58.524,12.213,26411.756,8861.361,33232.189,11955.073,21962.67,5081.629,25368.247,4617.856
WD21A98,9.906,0.273,760,94.836,200,0.241,393.991,65.665,24.971,25545.667,5980.712,32693.856,7028.361,20719.108,4631.251,24214.943,4255.742
WD26A116,9.805,0.333,699,82.106,70.711,0.27,303.605,50.601,25.394,26605.16,4950.137,37220.151,7598.176,19168.92,6343.416,19874.06,6604.217
WD26A133,10.098,0.435,590,96.846,70.711,0.255,379.545,63.257,27.09,38215.884,7896.076,49282.221,13849.886,26459.234,9686.935,29341.295,10153.168
WD26A156,9.86,0.41,657,114.143,141.421,0.213,535.005,89.168,19.633,41658.844,8766.175,54750.919,11734.089,20665.667,7429.735,22151.969,7943.541
WD26A163,10.143,0.462,522,102.57,141.421,0.217,473.674,78.946,20.031,38754.18,9725.996,51903.315,17084.686,27890.085,10368.749,29547.976,10790.34
WD26A48,9.977,0.271,764,77.037,50,0.255,302.348,50.391,21.179,29735.594,4552.297,40299.146,5709.582,22310.351,5703.184,23602.526,5538.383
WD38B38,10.397,0.382,722,84.332,282.843,0.246,343.003,57.167,19.493,37878.249,8631.805,54305.689,14398.278,35157.001,12667.206,38679.455,13354.93
WD38B66,10.144,0.372,682,96.574,282.843,0.25,386.324,64.387,24.293,34842.924,8981.018,47143.218,14238.169,27205.398,9382.291,29802.884,9449.586
WD40A148,9.872,0.249,796,80.167,70.711,0.217,369.512,61.585,15.899,34769.578,8245.882,43386.199,10391.739,20001.465,4978.124,24984.122,4203.34
WD40A158,10.033,0.224,824,85.464,50,0.221,386.818,64.47,19.387,34398.363,9484.107,42250.327,11433.885,23359.125,5183.334,26983.675,4145.899
WD40A176,9.831,0.285,762,73.385,70.711,0.202,363.396,60.566,8.417,19320.69,5252.726,27035.35,7023.11,19336.897,4974.653,18914.077,4729.161
WD40A186,9.79,0.337,760,76.245,50,0.22,347.227,57.871,13.396,31634.295,9843.645,37810.92,12933.37,18923.301,6554.714,23556.378,6129.963
WD40A203,10.056,0.434,639,72.15,70.711,0.226,318.618,53.103,17.108,17503,4990.85,23420.668,9074.832,25359.162,9393.383,27537.412,9070.921
WD40B148,10.128,0.314,726,55.998,282.843,0.25,223.66,37.277,11.265,30077.773,8398.703,45277.627,14122.695,26201.713,7204.549,28876.714,7758.26
WD41B56,9.76,0.413,686,46.845,282.843,0.206,227.916,37.986,7.611,46349.859,6282.089,56434.007,6978.119,18913.656,7945.336,20714.363,7506.11
WD41B73,10.17,0.524,561,60.6,282.843,0.214,283.444,47.241,11.029,42225.075,7930.84,54029.974,14844.721,29376.931,12138.73,32550.919,12782.242
WD43B38,10.174,0.378,920,102.378,282.843,0.278,368.829,61.471,29.132,31666.168,8363.797,46749.556,12448.258,28039.453,9527.267,30958.904,10513.601
WD44A56,10.046,0.235,619,69.507,70.711,0.205,338.499,56.416,12.92,36324.284,11497.673,45925.952,14417.298,23714.736,5453.057,26880.401,5219.577
WD44A66,9.63,0.373,562,54.619,70.711,0.274,199.392,33.232,18.042,29884.395,9509.268,37141.179,11739.386,16246.438,5443.904,18476.613,5002.09
WD44B178,10.173,0.347,751,109.103,282.843,0.287,379.917,63.32,35.2,43243.827,8269.847,59252.312,11670.355,27696.915,8468.188,30442.158,9325.147
WD44B196,9.964,0.362,670,60.604,282.843,0.248,244.529,40.755,14.606,48647.778,9188.356,60374.888,11203.383,22722.444,8283.864,24760.991,7812.876
WD44B213,10.166,0.489,500,54.433,282.843,0.27,201.408,33.568,12.934,32694.574,6481.525,45864.334,10000.022,29047.685,12538.72,32665.033,12321.515
WD4A108,9.639,0.374,808,88.638,200,0.189,468.442,78.074,6.868,25132.596,6408.698,33565.554,9281.827,16513.213,6510.681,17689.58,6271.697
WD4A126,9.868,0.406,704,67.309,200,0.196,344.008,57.335,8.794,45307.277,9494.028,53424.295,11446.324,21027.55,9015.767,25399.882,8177.473
WD4A146,10.177,0.381,718,173.185,141.421,0.202,856.46,142.743,38.089,49048.093,11520.024,66098.918,16240.294,28077.268,9085.339,30241.474,9711.058
WD4A98,9.637,0.393,757,89.127,200,0.211,422.08,70.347,12.79,9285.811,2237.681,15330.465,3862.952,16435.226,5499.808,16082.63,5084.12
WD54A156,9.942,0.403,735,142.489,141.421,0.205,693.92,115.653,20.874,45338.846,10706.868,59542.488,14765.386,22493.394,8665.712,24393.862,9263.638
WD54A173,9.973,0.49,613,123.694,141.421,0.196,631.894,105.316,15.129,30221.363,11182.4,44867.395,18805.784,24128.647,11459.652,27088.879,12756.193
WD54A48,10.099,0.385,749,163.181,141.421,0.222,734.132,122.355,33.458,40945.493,10729.294,58927.036,14972.11,26005.096,8386.5,28423.902,9320.39
WD56A126,9.992,0.277,652,138.045,141.421,0.229,602.967,100.495,26.579,46400.623,6781.193,61314.155,10335.24,22646.194,5547.8,24097.553,6055.659
WD57A138,9.965,0.28,725,80.119,50,0.256,312.702,52.117,22.111,23749.521,8106.385,30797.079,8581.119,22098.203,5776.792,25476.651,4722.568
WD57A186,9.963,0.349,684,69.571,70.711,0.229,303.578,50.596,16.091,17942.643,3820.234,23909.974,4411.883,22403.861,6386.763,24905.954,6132.286
WD57A203,9.863,0.436,531,82.021,70.711,0.295,277.572,46.262,27.699,18663.011,4641.842,23646.152,6590.683,20947.389,7849.788,24109.661,7850.617
WD9A206,10.213,0.34,725,222.187,100,0.215,1033.431,172.238,51.576,45607.448,8360.989,63181.933,11988.427,28931.94,10008.596,31604.939,10581.032
WD9A213,10.154,0.395,647,370.297,100,0.239,1549.611,258.268,89.558,36586.615,9645.179,49699.202,13897.696,27545.896,9203.58,30588.483,9641.765
WD9B13,10.057,0.436,652,86.75,282.843,0.25,346.556,57.759,23.044,32924.81,6749.133,49207.313,13248.55,25387.343,9126.257,27944.203,9862.403
DC10A106,9.844,0.533,625,76.538,70.711,0.271,282.201,47.033,28.79,45834.345,7025.315,54216.793,6625.981,21373.033,9410.437,23415.978,9712.335
DC10A123,9.913,0.481,543,87.55,100,0.271,322.641,53.773,32.514,49561.928,5644.411,57298.843,9356.325,22580.344,10124.063,24700.645,10706.93
DC10B23,9.797,0.509,499,71.507,50,0.251,285.407,47.568,14.545,42954.31,8542.21,47750.521,10557.088,20299.195,9251.982,22642.53,9802.945
DC11A176,9.758,0.442,697,90.664,100,0.219,413.678,68.946,16.756,50205.806,9122.122,67206.102,14411.195,19024.94,8111.648,20686.063,8906.143
DC11B106,10.218,0.463,645,198.52,200,0.207,961.055,160.176,30.957,47103.128,8782.94,62626.526,8041.72,30524.602,14030.086,33706.622,14833.444
DC11B123,9.735,0.288,579,643.894,50,0.263,2451.663,408.61,160.337,51854.783,7677.092,65521.794,12089.042,17717.866,5359.892,20626.477,5562.329
DC11B28,10.069,0.391,796,195.906,200,0.231,846.357,141.06,33.388,35285.171,7159.267,51999.137,11286.705,25199.44,7696.592,26760.28,7820.823
DC14A156,9.906,0.464,649,159.537,100,0.236,675.603,112.601,41.443,44155.3,6070.56,60391.985,10460.358,22156.423,9070.762,24256.865,9809.837
DC14A183,10.258,0.634,505,163.752,100,0.251,651.462,108.577,49.836,44238.461,11276.836,55226.32,16500.903,34152.382,18616.37,37651.286,20063.257
DC14A63,9.744,0.235,705,753.42,50,0.263,2868.642,478.107,227.064,57163.937,5962.589,70148.265,8655.063,17547.777,4050.702,18194.58,3695.925
DC14A73,9.495,0.225,491,86.718,70.711,0.243,356.337,59.389,26.58,35312.25,9403.438,45002.342,12099.7,13724.473,2999.78,15469.597,2609.583
DC14A98,9.87,0.266,749,1562.641,100,0.208,7513.701,1252.284,277.297,44518.758,6273.417,57502.986,6460.67,20141.767,5545.121,21948.899,6184.756
DC14B26,9.906,0.468,515,57.482,70.711,0.256,224.256,37.376,16.233,46071.583,8182.948,60573.17,12015.171,22147.604,8847.511,23838.887,8573.414
DC14B33,9.771,0.197,484,69.841,50,0.294,237.813,39.635,24.05,44176.279,6753.554,57416.149,7869.278,17921.37,3408.39,20115.887,2940.378
DC14B53,9.57,0.364,495,619.482,50,0.322,1925.977,320.996,213.661,42684.205,10358.577,58437.401,16545.206,15331.166,5363.61,17071.031,6066.275
DC15A126,9.685,0.211,559,345.072,50,0.372,927.991,154.665,128.546,49896.441,5336.287,61585.575,8811.821,16508.934,3555.854,18845.276,3810.327
DC15A38,9.757,0.219,793,90.892,50,0.218,417.565,69.594,20.912,47202.901,13054.406,61132.999,14429.454,17728.554,3516,21052.991,3667.984
DC7A223,10.035,0.735,504,74.927,100,0.259,289.58,48.263,23.078,30922.475,8400.672,42296.138,10190.272,28288.457,14610.049,30751.575,14769.096
DC9A166,9.828,0.516,662,99.998,100,0.232,431.368,71.895,22.766,45338.62,9649.878,53582.513,12436.58,20782.665,8458.561,21970.747,8666.193
DC9A173,9.745,0.624,494,70.831,100,0.278,254.402,42.4,21.52,35315.811,8465.643,46030.429,12267.805,20544.124,11770.653,22370.209,11924.792
DC9A188,9.923,0.464,736,92.161,100,0.208,443.672,73.945,13.818,38104.387,4946.791,52181.251,9956.525,22261.344,7529.572,23806.618,7950.875
,,,,,,,,,,,,,,,,,
DC10A106,9.846,0.531,621,76.678,70.711,0.272,281.61,46.935,28.817,45802.49,7189.942,54238.009,6831.368,21395.309,9425.639,23455.782,9716.206
DC10A123,9.905,0.468,540,87.293,100,0.271,321.817,53.636,32.583,49470.53,5331.07,56991.12,8178.608,22282.877,9802.124,24473.031,10569.106
DC10B23,9.799,0.511,495,71.507,50,0.251,284.658,47.443,14.553,42789.041,8080.84,47623.384,10010.021,20346.17,9304.412,22705.319,9856.152
DC11A176,9.76,0.448,693,90.787,100,0.219,414.675,69.112,16.841,49502.827,8162.988,66448.38,13416.381,19106.756,8193.495,20764.354,8973.327
DC11B106,10.216,0.465,641,198.069,200,0.206,960.196,160.033,30.99,46722.438,8161.824,62412.587,7865.306,30494.66,14032.123,33751.362,14867.175
DC11B123,9.747,0.34,575,640.076,50,0.263,2437.667,406.278,159.92,53321.796,10438.282,67075.515,15094.265,18196.639,6438.468,21224.364,6753.171
DC11B28,10.069,0.389,791,195.916,200,0.232,845.892,140.982,33.366,35033.345,6633.707,52100.754,11306.967,25188.072,7679.33,26767.714,7810.899
DC14A156,9.907,0.464,645,159.779,100,0.237,674.959,112.493,41.675,44421.958,6642.303,60677.927,11062.998,22173.581,9055.141,24304.014,9798.222
DC14A183,10.258,0.633,502,163.947,100,0.252,650.489,108.415,50.093,43828.122,9923.4,54744.07,14592.053,34124.062,18538.495,37622.163,20010.252
DC14A63,9.745,0.22,701,752.372,50,0.263,2856.638,476.106,227.212,57156.383,6085.784,70061.321,8967.251,17511.5,3823.617,18164.715,3462.963
DC14A73,9.492,0.218,488,86.75,70.711,0.244,355.944,59.324,26.557,35024.173,8963.792,44705.637,11676.698,13671.721,2913.655,15380.862,2532.423
DC14A98,9.861,0.272,744,1563.01,100,0.208,7511.873,1251.979,276.554,43696.557,6021.48,56982.375,7030.335,19985.942,5665.178,21875.209,6314.258
DC14B26,9.9,0.467,512,57.298,70.711,0.256,223.708,37.285,16.271,45417.306,6548.066,59901.096,9889.295,22011.978,8851.974,23712.293,8606.408
DC14B33,9.778,0.207,481,70.045,50,0.296,237.029,39.505,24.053,44581.291,8326.012,57711.714,8646.213,18095.268,3629.853,20244.729,3137.453
DC14B53,9.578,0.369,493,615.606,50,0.322,1911.507,318.585,212.71,43111.94,10690.551,58751.836,16687.693,15466.199,5450.968,17164.303,6148.656
