Photo_Name,lumMean_UV_BLADE,lumSD_UV_BLADE,area_BLADE,maxPower_BLADE,maxFreq_BLADE,propPower_BLADE,sumPower_BLADE,meanPower_BLADE,powerSD_BLADE,G_Mean_BLADE,G_SD_BLADE,B_Mean_BLADE,B_SD_BLADE,UVB_Mean_BLADE,UVB_SD_BLADE,UVR_Mean_BLADE,UVR_SD_BLADE
ER1A118,9.292,0.201,484,1048.544,50,0.241,4342.534,723.756,294.718,24969.298,6637.98,40094.302,9413.882,11094.214,2109.781,11507.726,2213.588
ER1A128,9.741,0.199,511,506.35,50,0.24,2112.696,352.116,141.758,36923.671,10372.659,55101.272,12224.359,17399.858,3497.872,20139.973,3834.001
ER1A206,9.545,0.224,453,144.379,100,0.248,582.029,97.005,42.235,30081.648,8286.008,46112.176,7327.407,14413.576,3382.953,15723.829,3086.785
ER1A223,9.265,0.31,367,1100.302,50,0.25,4406.292,734.382,355.306,25552.091,6844.169,43085.161,11145.038,11124.71,3326.905,12670.494,4599.959
ER22B13,9.788,0.233,503,107.938,100,0.236,456.791,76.132,28.191,41984.607,9675.448,55970.387,10502.21,18397.144,4069.898,19305.464,3960.348
ER25B53,10.415,0.208,381,142.828,141.421,0.203,702.234,117.039,22.305,55321.37,8269.239,72592.624,6838.714,34242.864,6509.066,38167.271,6982.895
ER25B68,9.739,0.208,492,35.998,200,0.207,173.718,28.953,4.899,45881.093,12406.951,60125.154,13378.258,17439.221,3664.75,19523.714,3552.838
ER3A106,9.393,0.208,499,108.399,100,0.242,447.914,74.652,30.532,32118.418,7553.509,47814.525,11068.392,12298.007,2441.517,13085.607,2700.876
ER3A133,9.639,0.281,365,81.256,141.421,0.222,365.343,60.89,22.445,38882.632,12982.559,54599.825,14184.522,16076.225,4311.084,18109.737,4770.855
ER3A58,10.143,0.26,518,149.702,100,0.252,593.371,98.895,43.981,34291.133,12323.156,50102.81,14515.262,26393.251,6722.868,28740.236,7085.605
ER3A68,9.828,0.276,524,139.792,100,0.251,556.952,92.825,41.49,37072.417,14336.454,51215.559,12585.735,19366.41,5469.864,21117.767,5209.642
ER5A128,9.474,0.224,567,104.339,100,0.229,456.276,76.046,25.967,33313.689,9832.329,47343.998,10305.079,13409.399,3191.978,14608.862,3384.882
ER5A93,10.034,0.269,443,101.41,200,0.215,470.985,78.497,14.518,55861.004,8058.483,74510.204,7949.742,23710.255,6180.941,27003.512,5963.362
ER6A146,9.358,0.162,572,122.352,141.421,0.233,525.001,87.5,28.52,30765.729,6447.281,48549.372,6256.302,11758.971,1877.073,13338.883,2006.938
ER6A173,8.911,0.205,347,1083.719,50,0.254,4274.821,712.47,364.295,19640.535,2849.656,34616.346,3653.159,7600.574,1469.69,8947.619,1390.137
ER6A78,9.316,0.227,583,116.423,100,0.248,470.215,78.369,32.364,31533.031,7403.676,46712.859,10305.996,11462.759,2613.19,12630.099,2774.217
ER6A98,9.542,0.255,606,115.649,100,0.237,487.148,81.191,30.466,41606.883,14910.137,58947.806,16574.221,14469.704,3771.203,15971.6,3804.694
ER7A163,9.351,0.221,444,729.263,50,0.247,2950.466,491.744,210.92,33516.381,7642.068,51591.855,10925.017,11826.109,2511.679,12374.141,2196.162
ER7A88,9.747,0.179,577,621.38,50,0.235,2642.029,440.338,171.662,27805.563,7623.138,44673.33,11086.346,17390.055,2982.908,19978.036,2687.3
ER7A98,9.79,0.173,554,166.183,100,0.252,658.191,109.698,48.76,31515.608,5516.272,48318.676,7439.498,18184.082,3167.856,20680.126,3254.645
ER8A203,9.315,0.229,395,412.109,50,0.252,1633.216,272.203,124.698,29324.859,6981.297,46997.16,9725.37,11479.518,2748.097,13252.57,2426.533
ER9A118,9.43,0.211,424,114.267,100,0.252,452.779,75.463,36.709,30587.966,4847.507,47545.641,7114.691,12799.305,2624.538,13943.229,2872.835
ER9A176,9.255,0.25,428,724.227,50,0.242,2989.241,498.207,219.458,31665.874,4109.562,49696.483,5923.837,10811.882,2606.56,11179.142,2035.434
ER9A193,9.214,0.232,306,258.363,50,0.267,966.278,161.046,85.786,26270.223,4475.922,42625.357,6645.49,10364.477,2406.943,12310.536,2257.439
GP14A66,9.652,0.155,684,883.064,50,0.272,3243.148,540.525,288.171,31797.022,6710.437,48481.861,7523.45,15759.476,2349.304,16915.49,2200.929
GP15A36,9.637,0.221,745,212.092,50,0.197,1074.781,179.13,21.328,31028.812,9686.115,45641.678,12859.665,15727.66,3311.083,16625.267,3738.063
GP22A66,9.483,0.182,562,188.666,50,0.216,871.877,145.313,35.351,37023.486,8108.871,52155.179,11103.968,13374.275,2290.129,14144.723,2518.695
GP42B46,9.756,0.129,573,759.592,50,0.25,3038.174,506.362,193.018,34321.242,4061.532,45715.209,4676.624,17412.122,2165.534,17650.987,2151.38
GP79A56,9.681,0.159,717,682.473,50,0.254,2684.212,447.369,161.28,40620.927,4327.696,59618.906,4950.762,16224.871,2493.966,17710.057,2256.446
GP79A63,9.607,0.164,596,64.378,200,0.217,296.334,49.389,15.037,31951.017,6377.972,49291.41,6492.042,15102.762,2476.704,16342.912,2373.129
MC10A113,9.286,0.257,296,1026.569,50,0.297,3461.626,576.938,382.735,31974.538,9473.867,46767.651,11614.032,11163.859,2670.794,11710.84,2871.588
MC11B103,9.69,0.271,311,659.215,50,0.322,2047.611,341.268,249.406,43094.598,11679.179,59216.63,14831.838,16776.491,4269.576,17735.621,3799.327
MC12A46,9.659,0.211,337,896.408,50,0.29,3095.657,515.943,294.474,30971.141,6047.174,47733.535,7525.539,16039.126,3176.752,17039.718,3483.55
MC12A53,9.623,0.245,356,935.05,50,0.293,3191.766,531.961,307.178,29560.614,5783.746,48328.959,9029.443,15579.476,3334.051,16574.946,3339.904
MC15B26,9.587,0.196,346,619.174,50,0.327,1896.375,316.063,231.134,26725.05,4070.105,42657.041,4466.366,14914.061,2990.924,16462.53,2898.613
MC17A183,9.866,0.208,274,1199.749,50,0.351,3420.125,570.021,452.075,38860.409,5124.965,59164.041,8767.656,19717.211,3898.168,23349.975,4101.581
MC17B73,9.898,0.312,276,50.215,141.421,0.297,168.863,28.144,14.303,46209.08,12303.841,67694.666,17217.802,20880.413,5522.716,22649.408,5348.299
MC18B46,9.772,0.189,467,909.507,50,0.317,2870.035,478.339,326.102,43627.579,9867.873,64596.58,11715.46,17886.601,3326.115,18692.182,3981.016
MC22B83,9.41,0.372,370,335.988,50,0.365,921.657,153.61,135.174,30640.347,8466.743,47565.467,13960.685,13092.41,4600.213,14574.546,5548.45
MC24B96,9.531,0.187,402,743.277,50,0.278,2674.04,445.673,227.543,27438.399,3503.951,43136.959,5841.708,14032.053,2533.709,15078.159,3152.352
MC25A226,9.637,0.194,364,1020.095,50,0.314,3248.779,541.463,357.333,43698.468,6957.557,62587.007,9563.716,15639.813,2951.251,16321.017,3847.192
MC25A263,9.376,0.255,283,855.966,50,0.325,2634.487,439.081,318.016,36066.89,12122.463,47962.315,14406.815,12226.491,2959.934,14297.053,2422.077
MC9A176,9.862,0.22,395,634.238,50,0.291,2176.21,362.702,204.912,36600.163,4642.215,58161.815,7992.623,19674.899,4165.251,22417.281,4643.501
MC9A193,9.489,0.264,319,814.27,50,0.325,2503.579,417.263,292.468,21302.884,5480.402,38240.1,10157.588,13735.996,3610.618,15781.995,4942.529
DC23A2,9.45,0.269,574,122.28,141.421,0.232,527.87,87.978,29.944,35690.012,5612.14,50207.391,9242.153,13210.368,3542.116,14415.224,4032.573
EC13A2,9.649,0.238,325,265.543,50,0.329,808.261,134.71,115.248,43336.348,9069.908,61832.547,14216.748,16009.693,3475.684,17056.386,3967.288
EC14B9,9.844,0.194,393,37.469,200,0.23,162.823,27.137,7.402,52872.235,12019.954,66010.563,14413.741,19298.854,3534.689,21601.044,3178.313
EC15A42,9.96,0.235,583,117.766,141.421,0.215,548.837,91.473,22.23,58917.369,5154.552,64812.294,5143.557,21782.541,4617.62,22751.052,4772.538
EC15A43,9.576,0.272,352,2121.933,70.711,0.261,8125.358,1354.226,728.637,30947.187,4999.861,47305.007,6880.342,15006.686,3738.324,16678.57,3653.246
EC7B6,9.836,0.194,710,35.981,50,0.206,174.481,29.08,5.756,54842.427,6041.12,64952.53,6649.863,19103.64,3675.583,21160.518,3312.767
ER10A18,9.437,0.291,400,78.774,100,0.226,348.368,58.061,24.517,40353.698,10296.243,53894.153,9185.234,13136.595,3111.686,13561.08,2943.245
ER10B10,9.274,0.164,581,56.579,100,0.236,239.792,39.965,14.145,25965.674,8443.322,37737.984,12921.637,10831.699,1745.278,10745.707,1925.173
ER11A11,9.495,0.236,579,406.199,50,0.23,1769.523,294.921,100.686,19291.803,4735.261,31512.692,6709.291,13683.197,3043.204,15832.204,3012.992
ER11A16,9.518,0.211,594,119.307,141.421,0.23,517.982,86.33,29.662,22888.043,3797.643,37548.204,4825.13,13928.713,2929.094,15563.692,3007.291
ER11A23,9.322,0.21,446,336.159,50,0.221,1518.627,253.105,95.752,27150.593,5381.807,43698.155,8874.327,11459.119,2414.68,13024.067,2373.589
ER11A8,9.261,0.211,587,764.919,50,0.225,3394.829,565.805,194.068,16955.867,4066.176,29593.098,8071.529,10770.517,2132.476,11822.52,1997.518
ER12A12,9.258,0.23,575,807.478,50,0.231,3500.264,583.377,209.665,18016.315,3694.65,31906.534,7457.054,10782.473,2395.185,11269.604,2365.452
ER12A15,9.685,0.218,546,116.814,141.421,0.227,514.656,85.776,29.155,38162.403,7966.866,54317.08,9306.59,16504.235,3512.499,18047.955,3634.19
ER12A8,9.438,0.204,576,127.228,100,0.237,536.476,89.413,35.234,26599.229,8388.715,41610.596,8342.041,12849.214,2560.84,14398.111,2233.146
ER12B5,9.583,0.249,551,63.585,200,0.247,257.348,42.891,18.093,33777.098,8041.294,49770.243,12473.792,14993.661,3406.98,15896.445,4636.999
ER13A12,9.366,0.24,561,118.949,100,0.247,482.453,80.409,33.866,27694.405,8575.105,42266.227,13712.152,12048.916,2854.15,13078.683,3495.25
ER13B1,9.23,0.257,533,103.647,100,0.234,442.651,73.775,27.134,27781.128,6950.616,42253.095,11688.791,10598.187,2658.153,11258.973,3348.035
ER13B3,9.504,0.161,484,395.27,50,0.248,1591.933,265.322,111.964,26890.609,5726.483,43678.217,6636.023,13613.108,2178.604,15507.059,2286.104
ER13B4,9.258,0.184,517,105.814,141.421,0.229,463.031,77.172,25.691,21736.799,4416.415,36626.113,5202.582,10681.74,1923.484,11642.698,1860.687
ER13B8,9.115,0.244,352,902.096,50,0.267,3372.393,562.066,317.091,19513.97,4260.206,35070.281,8525.246,9407.032,2090.446,10053.197,1841.401
ER13B9,9.513,0.33,358,384.684,50,0.257,1497.297,249.549,121.834,25923.499,8987.059,43762.383,12951.647,14407.772,4937.944,16622.811,5052.58
ER14A12,9.15,0.194,527,974.42,50,0.28,3485.739,580.957,284.812,30837.496,5588.545,47080.213,5101.291,9616.46,1752.961,10451.517,1930.78
ER14A14,9.449,0.165,486,183.068,50,0.196,933.505,155.584,35.631,38724.057,7282.64,56684.543,7319.575,12895.345,2137.323,14873.485,2139.366
ER16A11,9.394,0.181,493,116.912,141.421,0.197,592.199,98.7,23.631,31311.267,5648.36,47346.193,5869.556,12252.468,2220.286,13301.239,1837.073
ER16A20,9.235,0.244,381,813.553,50,0.263,3093.154,515.526,241.283,26095.962,6405.685,43514.402,11832.261,10608.808,2553.798,11903.714,2455.588
ER16B5,9.632,0.213,606,34.723,100,0.209,166.156,27.693,5.931,42903.021,7900.145,55483.204,7617.277,15640.755,3131.75,16055.636,3116.587
ER17A10,9.45,0.169,611,120.02,100,0.191,628.365,104.727,17.777,27409.367,3837.302,42581.445,4799.316,12911.695,2132.625,14081.174,1937.386
ER17A8,9.556,0.171,570,271.417,50,0.222,1225.096,204.183,49.222,27161.532,5180.226,43493.829,6986.273,14355.654,2447.917,16055.29,2288.617
ER17B3,9.64,0.285,544,698.752,50,0.258,2706.965,451.161,195.918,27674.924,4172.646,45524.43,7961.668,16003.384,4227.913,17961.513,4697.329
ER18A16,9.536,0.167,558,270.083,50,0.221,1222.302,203.717,57.644,26581.94,4721.799,42642.9,4516.17,14083.458,2356.435,15919.424,2242.328
ER1B6,9.668,0.206,561,65.316,200,0.229,284.855,47.476,17.089,32883.369,10435.022,52010.673,18051.5,16211.75,3323.781,17981.294,5090.818
ER20A10,9.204,0.181,555,814.47,50,0.248,3285.671,547.612,208.889,20388.292,3973.309,31940.753,4877.953,10141.663,1791.912,10742.724,1714.61
ER20B4,9.408,0.184,552,968.239,50,0.217,4467.833,744.639,226.964,26685.612,5139.905,40810.979,4106.787,12421.641,2205.548,13523.703,1912.259
ER21B3,9.997,0.186,502,47.576,100,0.229,207.675,34.612,11.511,47870.227,9201.963,62530.254,9864.525,22456.954,4427.685,22934.108,4212.84
ER22B4,9.638,0.232,532,45.508,100,0.226,201.011,33.502,10.387,35793.734,7234.846,53000.561,12524.44,15811.05,3557.923,16952.854,5398.179
ER25A10,9.406,0.171,518,115.325,141.421,0.224,515.785,85.964,23.454,39431.587,7304.248,55242.72,10504.526,12379.742,2078.366,13185.597,2504.701
ER25B11,9.63,0.294,475,43.982,200,0.219,200.523,33.421,5.531,43433.885,8304.042,61143.894,11562.671,15917.927,4479.026,18196.697,5543.826
ER2A6,9.763,0.276,501,47.947,200,0.245,195.506,32.584,12.849,44463.274,7542.151,65139.778,13888.053,18094.556,4784.382,20859.72,7105.383
ER5B3,9.771,0.208,621,31.678,100,0.195,162.504,27.084,3.284,46242.604,10178.051,63266.812,13687.592,17943.852,3383.721,19299.686,3255.333
ER6A9,9.527,0.248,613,115.315,100,0.236,488.401,81.4,30.295,40681.027,12795.223,58077.865,14561.222,14241.406,3568.386,15652.467,3551.537
ER6B3,9.285,0.286,635,33.773,100,0.197,171.049,28.508,4.038,23872.2,6408.212,35203.175,10392.187,11266.716,3169.601,12094.019,4249.618
ER8A4,9.853,0.289,634,70.216,200,0.244,287.61,47.935,20.878,46656.858,8260.364,67773.603,14393.236,19874.452,5685.54,21787.588,7878.631
ER9B1,9.174,0.344,426,231.48,50,0.26,890.311,148.385,74.754,30274.708,6808.434,45492.923,10330.904,10312.713,3520.595,11857.94,4161.213
ER9B2,9.334,0.223,534,1398.7,50,0.249,5607.987,934.665,405.497,31871.868,6653.36,48902.63,10570.422,11653.384,2626.751,12685.265,2803.692
ER9B3,9.314,0.179,565,896.405,50,0.219,4090.258,681.71,210.154,32026.783,5445.041,50437.213,8354.605,11294.466,1997.099,11984.135,1745.009
ER9B4,9.348,0.203,592,597.606,50,0.241,2477.485,412.914,163.47,31625.097,5523.14,48431.339,6444.484,11741.366,2378.736,13283.37,2623.397
ER9B6,9.517,0.264,470,57.315,100,0.257,223.281,37.214,17.556,42315.29,10226.547,56833.646,8639.616,14193.001,3921.907,14958.142,3908.48
GP17B9,9.641,0.134,667,67.36,200,0.231,291.398,48.566,16.67,42912.76,4502.644,58790.003,4833.022,15538.258,2008.651,16331.721,1800.871
GP42A7,9.632,0.136,578,52.286,200,0.201,260.429,43.405,7.757,28191.075,4234.612,44593.564,5916.84,15400.945,2054.272,17156.722,1575.833
GP42B2,9.502,0.166,644,1094.047,50,0.247,4434.045,739.007,308.879,26350.588,4615.403,38255.517,4549.941,13590.198,2190.545,14175.469,2310.744
GP46B14,9.657,0.186,720,119.341,100,0.22,542.84,90.473,26.006,27305.008,4744.752,41641.089,4948.669,15925.755,2865.353,17896.803,2753.245
